type,dateTime,gameMode,player,pl_tag,pl_crowns,pl_deck,opponent,op_tag,op_crowns,op_deck
pathOfLegend,20221108T224820.000Z,Ranked1v1,CAL RUBÉN,#LPRR9P,3,Barbarian Barrel;Cannon;Electro Giant;Golden Knight;Ice Spirit;Lightning;Phoenix;Tornado,Kae,#8YY89CVV,1,Arrows;Battle Healer;Electro Dragon;Electro Spirit;Elixir Golem;Phoenix;Rage;Tornado
pathOfLegend,20221108T224547.000Z,Ranked1v1,CAL RUBÉN,#LPRR9P,1,Barbarian Barrel;Cannon;Electro Giant;Golden Knight;Ice Spirit;Lightning;Phoenix;Tornado,<c2>Axerifies,#20PRJJLVJ,0,Dart Goblin;Fireball;Goblin Gang;Miner;Mortar;Phoenix;Skeleton Army;Skeleton King
pathOfLegend,20221108T224223.000Z,Ranked1v1,CAL RUBÉN,#LPRR9P,0,Barbarian Barrel;Cannon;Electro Giant;Golden Knight;Ice Spirit;Lightning;Phoenix;Tornado,_DG,#89RYUVCQC,1,Barbarian Barrel;Electro Giant;Fisherman;Inferno Dragon;Lightning;Mother Witch;Tombstone;Tornado
pathOfLegend,20221108T204250.000Z,Ranked1v1,CAL RUBÉN,#LPRR9P,1,Barbarian Barrel;Cannon;Electro Giant;Golden Knight;Ice Spirit;Lightning;Phoenix;Tornado,Farmer J,#9YYJQ8UCU,0,Arrows;Fisherman;Lightning;Mother Witch;Royal Giant;Skeleton King;The Log;Zappies
pathOfLegend,20221108T203921.000Z,Ranked1v1,CAL RUBÉN,#LPRR9P,1,Barbarian Barrel;Cannon;Electro Giant;Golden Knight;Ice Spirit;Lightning;Phoenix;Tornado,Raider☆ZIPADRE☆,#28RQ2YYLY,0,Bats;Fireball;Fisherman;Giant Skeleton;Graveyard;Mother Witch;Skeleton Army;Skeleton King
pathOfLegend,20221108T203605.000Z,Ranked1v1,CAL RUBÉN,#LPRR9P,1,Barbarian Barrel;Cannon;Electro Giant;Golden Knight;Ice Spirit;Lightning;Phoenix;Tornado,Big O,#8J8QCGLR,0,Giant Snowball;Inferno Dragon;Lava Hound;Miner;Phoenix;Poison;Skeleton King;Tombstone
pathOfLegend,20221108T203249.000Z,Ranked1v1,CAL RUBÉN,#LPRR9P,1,Barbarian Barrel;Cannon;Electro Giant;Golden Knight;Ice Spirit;Lightning;Phoenix;Tornado,Nils,#Q9P9G2UP,0,Baby Dragon;Bowler;Freeze;Graveyard;Inferno Dragon;Tornado;Valkyrie;Zappies
pathOfLegend,20221108T202940.000Z,Ranked1v1,CAL RUBÉN,#LPRR9P,1,Barbarian Barrel;Cannon;Electro Giant;Golden Knight;Ice Spirit;Lightning;Phoenix;Tornado,Diego :),#2RPGRCR9,0,Archer Queen;Cannon;Earthquake;Fire Spirit;Royal Delivery;Royal Hogs;Skeletons;The Log
pathOfLegend,20221108T202628.000Z,Ranked1v1,CAL RUBÉN,#LPRR9P,1,Barbarian Barrel;Cannon;Electro Giant;Golden Knight;Ice Spirit;Lightning;Phoenix;Tornado,~Nexus®,#Y8JPY980,0,Cannon;Executioner;Freeze;Graveyard;Monk;Phoenix;Skeleton Army;Tornado
pathOfLegend,20221110T114223.000Z,Ranked1v1,TQ Bale,#CLQP9R9,3,Bats;Fireball;Goblin Gang;Ice Golem;Mini P.E.K.K.A;Princess;Royal Hogs;The Log,Friend,#V8CQCCVVU,1,Balloon;Bomber;Fireball;Giant Snowball;Inferno Dragon;Lava Hound;Minions;Skeleton Army
pathOfLegend,20221110T113833.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Bats;Fireball;Goblin Gang;Ice Golem;Mini P.E.K.K.A;Princess;Royal Hogs;The Log,♛︎ マラミュート ♛︎,#8UVVG8C9U,1,Bomb Tower;Goblin Gang;Ice Spirit;Miner;Monk;Phoenix;Poison;The Log
pathOfLegend,20221110T113356.000Z,Ranked1v1,TQ Bale,#CLQP9R9,1,Bats;Fireball;Goblin Gang;Ice Golem;Mini P.E.K.K.A;Princess;Royal Hogs;The Log,SBG | $oup69,#YGY2LQGR,0,Dart Goblin;Fireball;Goblin Drill;Inferno Tower;Skeleton Army;Skeleton King;The Log;Wall Breakers
pathOfLegend,20221110T113042.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Bats;Fireball;Goblin Gang;Ice Golem;Mini P.E.K.K.A;Princess;Royal Hogs;The Log,mini Pompeyo4,#YYJU0JLVV,1,Balloon;Fireball;Goblin Cage;Ice Golem;Inferno Dragon;Miner;Phoenix;Zap
pathOfLegend,20221110T112723.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Bats;Fireball;Goblin Gang;Ice Golem;Mini P.E.K.K.A;Princess;Royal Hogs;The Log,ＣＲＡＺＹ ＨＵＬＫ•שטן•,#9G2P9PRLG,1,Barbarian Barrel;Bomb Tower;Executioner;Giant Skeleton;Graveyard;Phoenix;Poison;Tornado
pathOfLegend,20221110T112258.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Bats;Fireball;Goblin Gang;Ice Golem;Mini P.E.K.K.A;Princess;Royal Hogs;The Log,Zodiac,#9R2RQPV9Q,1,Battle Healer;Electro Dragon;Elixir Golem;Fireball;Monk;Phoenix;The Log;Tornado
pathOfLegend,20221110T111659.000Z,Ranked1v1,TQ Bale,#CLQP9R9,1,Fireball;Fisherman;Goblins;Hunter;Royal Ghost;Royal Giant;The Log;Zappies,OX.,#8LLV0LUU0,0,Arrows;Cannon;Freeze;Graveyard;Monk;Phoenix;Skeletons;Zappies
pathOfLegend,20221110T111333.000Z,Ranked1v1,TQ Bale,#CLQP9R9,3,Fireball;Fisherman;Goblins;Hunter;Royal Ghost;Royal Giant;The Log;Zappies,✨⚡️Bluff⚡️✨,#YYY0J0899,0,Battle Healer;Electro Dragon;Elite Barbarians;Elixir Golem;Phoenix;Rage;Tornado;Zap
pathOfLegend,20221110T111039.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Fireball;Fisherman;Goblins;Hunter;Royal Ghost;Royal Giant;The Log;Zappies,EthanWinters,#8CRPJ2RCG,1,Goblin Barrel;Goblin Gang;Ice Spirit;Inferno Tower;Princess;Rocket;The Log;Valkyrie
pathOfLegend,20221110T110317.000Z,Ranked1v1,TQ Bale,#CLQP9R9,1,Dart Goblin;Goblin Drill;Inferno Tower;Poison;Skeleton Army;Skeleton King;The Log;Wall Breakers,Sasuke❤️,#UQJ9LUP,0,Battle Healer;Electro Dragon;Elixir Collector;Mirror;Monk;Phoenix;Rage;Tornado
pathOfLegend,20221110T105810.000Z,Ranked1v1,TQ Bale,#CLQP9R9,3,Dart Goblin;Goblin Drill;Inferno Tower;Poison;Skeleton Army;Skeleton King;The Log;Wall Breakers,Chikaporon™️,#98PCYQ00R,0,Battle Healer;Electro Dragon;Elixir Golem;Mirror;Phoenix;Rage;Tornado;Zap
pathOfLegend,20221109T184342.000Z,Ranked1v1,TQ Bale,#CLQP9R9,1,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,Ped,#RC0U0GRRV,0,Fireball;Fisherman;Goblins;Hunter;Monk;Royal Giant;The Log;Zappies
pathOfLegend,20221109T183733.000Z,Ranked1v1,TQ Bale,#CLQP9R9,1,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,CMG Kodigogg,#22Q8LLU8J,0,Barbarian Barrel;Graveyard;Monk;Mother Witch;Phoenix;Poison;Tombstone;Zappies
pathOfLegend,20221109T183213.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,~Retaliation~,#8P2P8J0,1,Arrows;Fireball;Fisherman;Monk;Mother Witch;Phoenix;Royal Giant;Zappies
pathOfLegend,20221109T182852.000Z,Ranked1v1,TQ Bale,#CLQP9R9,2,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,LR DarkRider,#28PQ209,1,Arrows;Bowler;Freeze;Graveyard;Musketeer;Phoenix;Tombstone;Valkyrie
pathOfLegend,20221109T182452.000Z,Ranked1v1,TQ Bale,#CLQP9R9,3,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,<c6>Frifayero69,#PLC2LLPUV,0,Arrows;Fireball;Giant Skeleton;Graveyard;Phoenix;Skeleton King;Tombstone;Zappies
pathOfLegend,20221109T182127.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,clashofme,#GVYLCJV,3,Battle Healer;Electro Dragon;Elixir Golem;Heal Spirit;Mirror;Phoenix;Rage;Tornado
pathOfLegend,20221109T181821.000Z,Ranked1v1,TQ Bale,#CLQP9R9,1,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,herthaChris,#Y20YQLYV,0,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies
pathOfLegend,20221109T181230.000Z,Ranked1v1,TQ Bale,#CLQP9R9,1,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,SBG | $oup69,#YGY2LQGR,0,Dart Goblin;Fireball;Goblin Drill;Inferno Tower;Skeleton Army;Skeleton King;The Log;Wall Breakers
pathOfLegend,20221109T180802.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,ポン太パパ,#9CVVJJYQ8,1,Barbarian Barrel;Bomber;Cannon;Electro Giant;Golden Knight;Lightning;Phoenix;Tornado
pathOfLegend,20221109T180217.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,mini Pompeyo4,#YYJU0JLVV,1,Bomber;Earthquake;Electro Giant;Executioner;Goblins;Mirror;Phoenix;Tornado
pathOfLegend,20221109T175625.000Z,Ranked1v1,TQ Bale,#CLQP9R9,0,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,Friend,#V8CQCCVVU,3,Balloon;Bomber;Fireball;Giant Snowball;Inferno Dragon;Lava Hound;Minions;Skeleton Army
pathOfLegend,20221109T175302.000Z,Ranked1v1,TQ Bale,#CLQP9R9,1,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,Vinicius,#8GV0CUQP2,0,Fireball;Fisherman;Mother Witch;Phoenix;Royal Giant;Skeleton Army;Skeleton King;The Log
pathOfLegend,20221109T174733.000Z,Ranked1v1,TQ Bale,#CLQP9R9,3,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,Mατεσ✨ツ,#YCJPRRQYL,1,Baby Dragon;Balloon;Barbarian Barrel;Bowler;Freeze;Inferno Dragon;Lumberjack;Tornado
pathOfLegend,20221109T174309.000Z,Ranked1v1,TQ Bale,#CLQP9R9,1,Barbarian Barrel;Goblins;Graveyard;Monk;Phoenix;Poison;Tombstone;Zappies,CMG Kodigogg,#22Q8LLU8J,0,Bomb Tower;Miner;Mirror;Monk;Phoenix;Poison;Skeletons;The Log
